id,convocation,gender,birthday,last_name,first_name
121001,1,1,26.07.1959,Хоменко,Володимир
121101,1,1,03.01.1949,Михайлюк,Василь
121201,1,1,29.10.1952,Андріяка,Олександр
121301,1,1,05.08.1942,Куцай,Іван
121401,1,1,23.09.1938,Мартинчук,Василь
121501,1,1,02.05.1941,Коваленко,Микола
145601,1,1,05.06.1938,Ейсмонт,Володимир
121601,1,1,05.10.1939,Сінько,Василь
121701,1,2,10.08.1946,Єщенко,Валентина
121801,1,1,15.04.1958,Рябоконь,Олександр
145301,1,1,30.05.1936,Гуренко,Станіслав
121901,1,1,26.02.1948,Андрощук,Василь
102201,1,1,12.06.1951,Костенко,Юрій
122001,1,1,01.09.1947,Нечипоренко,Олександр
122101,1,1,11.09.1941,Плющ,Іван
122201,1,1,28.01.1944,Ніколаєнко,Іван
122301,1,1,27.09.1939,Швець,Валентин
122401,1,1,29.02.1944,Мороз,Олександр
122501,1,1,02.09.1954,Панченко,Володимир
122601,1,1,14.03.1952,Шишкін,Віктор
122701,1,1,27.10.1943,Тарасенко,Олександр
122801,1,1,10.11.1940,Павленко,Фелікс
122901,1,1,1942,Яворівський,Володимир
102301,1,1,03.01.1943,Мокін,Борис
123001,1,1,27.09.1937,Дурдинець,Василь
123101,1,1,20.01.1937,Ігнатенко,Володимир
123201,1,1,16.04.1928,Крючков,Василь
123301,1,1,24.02.1934,Желіба,Володимир
123401,1,1,13.02.1943,Мусієнко,Іван
123501,1,1,14.06.1938,Мармазов,Євген
123601,1,1,12.03.1942,Ступніков,Юрій
123701,1,1,17.07.1934,Некрасов,Владилен
123801,1,1,23.06.1927,Ванєєв,Геннадій
123901,1,1,16.02.1953,Кондряков,Олександр
102401,1,1,20.07.1948,Зінченко,Арсен
124001,1,1,14.02.1937,Павліченко,Віталій
124101,1,1,15.08.1943,Севастьянов,Володимир
124201,1,1,05.09.1937,Терехов,Володимир
124301,1,1,14.07.1947,Матійко,Анатолій
124401,1,1,25.01.1945,Пшеничников,Анатолій
124501,1,1,08.05.1939,Курашик,Віталій
124601,1,1,30.11.1940,Аптер,Яків
124701,1,1,27.07.1960,Куніцин,Сергій
124801,1,1,28.09.1953,Цеков,Сергій
124901,1,1,25.02.1938,Рева,Віталій
102501,1,1,02.09.1938,Саввін,Олексій
125001,1,1,15.08.1946,Спис,Микола
125101,1,1,13.07.1945,Перепадін,Олександр
125201,1,1,07.08.1949,Колісниченко,Микола
125301,1,1,10.07.1944,Кузьменко,Микола
125401,1,1,26.11.1948,Демидов,Григорій
125501,1,1,26.10.1937,Багров,Микола
125601,1,1,12.07.1946,Гаврилов,Анатолій
125701,1,1,27.07.1947,Казак,Леонід
125801,1,1,02.07.1934,Влох,Орест
125901,1,1,17.10.1936,Драч,Іван
102601,1,1,23.06.1934,Олійник,Борис
126001,1,1,17.06.1930,Горинь,Михайло
126101,1,1,12.10.1937,Хмара,Степан
146301,1,1,06.11.1936,Котик,Богдан
126201,1,1,15.04.1954,Пинзеник,Віктор
126301,1,1,01.04.1925,Юхновський,Ігор
126401,1,1,24.12.1937,Чорновіл,Вячеслав
126501,1,1,27.05.1929,Іваничук,Роман
126601,1,1,05.09.1963,Деркач,Ігор
126701,1,1,18.11.1938,Романюк,Віталій
126801,1,1,16.03.1931,Козярський,Богдан
126901,1,1,19.02.1952,Чобіт,Дмитро
102701,1,1,12.08.1966,Борщенко,Ігор
127001,1,1,07.09.1955,Батіг,Михайло
127101,1,1,22.01.1936,Гринів,Євген
127201,1,1,10.02.1936,Горинь,Богдан
127301,1,1,23.11.1931,Швайка,Михайло
127401,1,2,06.12.1940,Калинець,Ірина
127501,1,1,07.04.1964,Стецьків,Тарас
127601,1,1,10.03.1961,Гринів,Ігор
127701,1,1,28.11.1934,Косів,Михайло
127801,1,1,12.07.1941,Кендзьор,Ярослав
127901,1,1,15.01.1957,Макар,Іван
102801,1,1,29.12.1948,Маслов,Михайло
128001,1,1,02.01.1948,Павлюк,Степан
128101,1,1,10.08.1941,Лубківський,Роман
128201,1,1,27.11.1946,Виноградський,Максим
128301,1,1,11.08.1950,Мороз,Олександр
146101,1,1,04.08.1954,Кінах,Анатолій
128401,1,1,06.01.1951,Бердніков,Олександр
128501,1,1,24.07.1943,Матвєєв,Володимир
128601,1,1,03.02.1937,Савченко,Анатолій
128701,1,1,03.09.1948,Толубко,Володимир
128801,1,1,28.03.1955,Чебан,Олександр
128901,1,1,15.11.1938,Шинкарук,Володимир
102901,1,1,30.03.1940,Рябоконь,Василь
129001,1,1,20.09.1938,Грицай,Іван
129101,1,1,16.02.1937,Потебенько,Михайло
129201,1,1,29.08.1949,Башкіров,Михайло
129301,1,1,25.11.1935,Горін,Едуард
129401,1,1,13.05.1939,Романов,Юрій
129501,1,1,15.07.1937,Мазур,Юлій
129601,1,1,03.04.1942,Головенко,Микола
129701,1,1,04.07.1940,Симоненко,Валентин
129801,1,2,14.02.1937,Остроущенко,Світлана
129901,1,1,22.09.1929,Дорогунцов,Сергій
100301,1,1,08.07.1938,Танюк,Леонід
103001,1,1,23.03.1953,Матвієнко,Анатолій
130001,1,1,16.01.1945,Хмельнюк,Валерій
130101,1,1,05.01.1929,Резнік,Борис
130201,1,1,17.07.1937,Лобенко,Анатолій
130301,1,1,25.01.1936,Гальцев,Павло
130401,1,1,21.07.1946,Дунтау,Олександр
130501,1,1,07.06.1937,Рибальченко,Анатолій
130601,1,1,17.06.1934,Пилипенко,Віктор
130701,1,1,13.07.1937,Дудченко,Віталій
130801,1,1,17.06.1942,Македонський,Іван
130901,1,1,13.12.1937,Печеров,Андрій
145501,1,1,01.01.1935,Дідик,Микола
131001,1,1,23.02.1938,Бутенко,Анатолій
146701,1,1,08.10.1951,Поджаров,Іван
131101,1,1,04.02.1942,Боделан,Руслан
131201,1,1,10.07.1940,Снігірьов,Микола
131301,1,1,28.05.1951,Савельєв,Олег
131401,1,1,09.10.1941,Мельник,Борис
131501,1,1,20.06.1936,Стадниченко,Володимир
131601,1,1,07.11.1936,Васін,Євген
131701,1,1,11.05.1940,Кіпаріс,Федір
131801,1,1,19.04.1946,Носов,Владислав
131901,1,1,14.05.1937,Мартиненко,Володимир
103101,1,1,18.12.1936,Ткач,Полікарп
103201,1,1,17.08.1943,Подчос,Григорій
132001,1,1,05.11.1962,Бойко,Вадим
132101,1,1,02.04.1941,Залудяк,Микола
132201,1,1,18.10.1946,Петров,Віктор
132301,1,1,29.07.1949,Сватков,Леонід
132401,1,1,27.10.1940,Петренко,Микола
132501,1,1,22.05.1942,Ківшик,Петро
132601,1,1,10.06.1937,Гопей,Іван
132701,1,1,23.12.1936,Шкарбан,Микола
146601,1,1,11.05.1944,Передрій,Борис
132801,1,1,25.10.1938,Бондаренко,Василь
132901,1,1,01.06.1939,Ситник,Віктор
103301,1,1,02.04.1950,Дубенков,Геннадій
133001,1,1,28.11.1948,Степенко,Василь
133101,1,1,06.05.1939,Ковінько,Анатолій
133201,1,1,24.08.1958,Червоній,Василь
133301,1,1,18.08.1948,Пилипчук,Володимир
133401,1,1,06.08.1951,Білий,Василь
133501,1,1,08.10.1941,Каменчук,Сергій
133601,1,1,17.02.1949,Руденко,Василь
133701,1,1,01.11.1940,Костюк,Олександр
133801,1,1,27.06.1946,Баталов,Валерій
133901,1,1,26.10.1951,Шершун,Микола
103401,1,1,25.10.1934,Хижняк,Віталій
134001,1,1,20.06.1956,Поровський,Микола
134101,1,1,21.06.1936,Єршов,Аркадій
134201,1,1,30.07.1953,Піскун,Олександр
134301,1,1,05.06.1956,Воробйов,Олександр
134401,1,1,23.07.1933,Грабін,Володимир
134501,1,1,20.06.1934,Хоменко,Микола
134601,1,1,07.09.1936,Рапій,Роман
134701,1,1,22.10.1953,Марченко,Володимир
134801,1,1,05.03.1949,Сербін,Юрій
134901,1,1,23.03.1941,Череп,Валерій
103501,1,1,08.08.1944,Гринчук,Іван
135001,1,1,11.11.1956,Грищенко,Іван
135101,1,1,08.05.1934,Бондаренко,Анатолій
135201,1,1,12.03.1942,Чернявський,Олексій
135301,1,1,29.04.1959,Плосконос,Ігор
135401,1,1,23.03.1929,Ананьєв,Володимир
135501,1,1,07.11.1955,Колінець,Володимир
135601,1,1,15.02.1943,Горохівський,Леон
135701,1,1,27.10.1924,Шевченко,Олександр
135801,1,1,28.09.1929,Павличко,Дмитро
135901,1,2,03.10.1958,Завадська,Катерина
103601,1,1,10.08.1935,Попик,Іван
136001,1,1,15.02.1933,Мацялко,Михайло
136101,1,1,29.09.1954,Бойко,Богдан
136201,1,1,01.01.1944,Крупа,Лев
136301,1,2,26.02.1948,Гуменюк,Марія
136401,1,1,01.06.1950,Мотюк,Мирослав
136501,1,1,13.12.1950,Московка,Володимир
136601,1,1,11.01.1947,Мещеряков,Валерій
136701,1,1,17.07.1942,Сухоруков,Андрій
136801,1,1,06.12.1938,Санін,Василь
136901,1,1,26.07.1945,Гриньов,Володимир
103701,1,1,17.04.1943,Мельник,Микола
137001,1,1,24.11.1933,Алтунян,Генріх
137101,1,1,20.12.1947,Левченко,Геннадій
137201,1,1,15.01.1947,Валеня,Іван
137301,1,1,26.09.1947,Гайсинський,Юрій
137401,1,1,16.04.1949,Батюшко,Стефан
137501,1,1,03.02.1935,Щербина,Володимир
137601,1,1,29.01.1951,Кушнарьов,Євген
137701,1,1,18.10.1931,Бондаренко,Віктор
137801,1,1,05.12.1950,Голобородько,Олександр
137901,1,1,08.02.1938,Гордієнко,Анатолій
103801,1,1,14.12.1938,Савчук,Анатолій
138001,1,1,01.02.1941,Чепурний,Анатолій
138101,1,1,14.09.1932,Корнієнко,Леонід
138201,1,1,01.09.1930,Качура,Борис
145801,1,1,02.03.1942,Казмірук,Віталій
138301,1,1,03.01.1930,Тризна,Олександр
138401,1,1,30.08.1936,Карасик,Владлен
146201,1,1,26.02.1949,Колєснік,Олексій
138501,1,1,06.05.1954,Даниленко,Володимир
138601,1,1,13.06.1946,Коржик,Валентин
138701,1,1,11.10.1955,Філенко,Володимир
138801,1,1,24.04.1937,Бандурка,Олександр
138901,1,1,21.01.1949,Усатенко,Володимир
146401,1,1,10.01.1934,Кравчук,Леонід
139001,1,1,29.06.1934,Пучко,Олександр
139101,1,1,27.09.1947,Ганжа,Микола
139201,1,1,02.07.1925,Стрельников,Володимир
139301,1,1,12.08.1942,Касьяненко,Анатолій
139401,1,1,06.06.1936,Уманець,Юрій
139501,1,1,03.11.1949,Марков,Борис
139601,1,1,01.04.1950,Лебедик,Петро
139701,1,1,22.10.1960,Пулінець,Павло
139801,1,1,17.10.1936,Шариков,Борис
139901,1,1,23.01.1929,Чумак,Аркадій
103901,1,1,14.02.1950,Піскуновський,Костянтин
100401,1,1,25.10.1963,Збітнєв,Юрій
104001,1,1,20.01.1939,Дмитришин,Ярослав
140001,1,1,06.04.1949,Петін,Володимир
140101,1,1,16.07.1941,Бичков,Вячеслав
147501,1,1,27.07.1948,Юрченко,Анатолій
140201,1,1,21.12.1932,Бокша,Іван
140301,1,1,06.04.1958,Ткачук,Анатолій
140401,1,1,01.02.1945,Науменко,Микола
140501,1,1,01.09.1948,Тимчук,Сергій
140601,1,2,05.04.1939,Архіпова,Ганна
140701,1,1,30.10.1937,Нагулко,Тарас
140801,1,1,02.10.1952,Ярчук,Микола
147201,1,1,03.09.1948,Скальський,Василь
140901,1,1,15.07.1951,Поворозник,Володимир
104101,1,1,03.01.1950,Гудима,Олександр
141001,1,1,18.06.1946,Глуховський,Анатолій
141101,1,1,26.01.1949,Бортник,Володимир
141201,1,1,25.07.1936,Поперняк,Анатолій
141301,1,1,10.11.1941,Фесун,Никанор
141401,1,1,31.07.1946,Любенчук,Микола
141501,1,1,1947,Романюк,Василь
141601,1,2,18.05.1942,Бойко,Катерина
141701,1,1,30.10.1932,Ємельянов,Олександр
141801,1,1,04.11.1940,Воєвода,Микола
141901,1,1,12.06.1951,Криволап,Володимир
104201,1,1,22.09.1962,Мостиський,Андрій
142001,1,1,28.02.1936,Дробінський,Віталій
142101,1,1,24.12.1943,Білоблоцький,Микола
142201,1,1,12.09.1939,Загородній,Григорій
142301,1,1,01.01.1948,Полях,Віталій
142401,1,1,23.07.1929,Єльченко,Юрій
142501,1,1,12.07.1935,Гетьман,Вадим
142601,1,1,1949,Дмитрук,Леонтій
142701,1,1,09.04.1934,Шаповал,Володимир
142801,1,1,10.08.1935,Пасічник,Іван
145101,1,1,13.01.1926,Артеменко,Микола
142901,1,1,05.08.1929,Заєць,Олександр
104301,1,1,26.05.1949,Свідерський,Федір
143001,1,1,28.08.1938,Ходоровський,Георгій
143101,1,1,24.04.1950,Бойко,Іван
143201,1,1,02.03.1944,Бідений,Василь
143301,1,1,21.05.1934,Стус,Володимир
143401,1,1,18.09.1941,Бабій,Дмитро
143501,1,1,10.02.1947,Дмитрієв,Євген
143601,1,1,01.04.1937,Жук,Віктор
143701,1,1,06.11.1937,Ревенко,Микола
143801,1,2,25.11.1957,Яхеєва,Тетяна
143901,1,1,30.12.1940,Лисенко,Анатолій
104401,1,1,12.12.1936,Бондарчук,Андрій
144001,1,1,26.03.1938,Асеєв,Герман
144101,1,1,22.04.1951,Портной,Володимир
144201,1,1,23.03.1936,Гришко,Михайло
144301,1,1,22.09.1960,Семенець,Сергій
144401,1,1,19.05.1939,Яковишин,Леонід
144501,1,1,17.07.1931,Куянов,Віктор
144601,1,1,12.02.1943,Мисник,Павло
144701,1,1,05.05.1944,Приходько,Віктор
144801,1,1,11.08.1948,Лісовенко,Василь
144901,1,1,18.03.1945,Дронь,Анатолій
104501,1,1,25.12.1934,Віцяк,Павло
145001,1,1,14.11.1928,Масол,Віталій
104601,1,1,22.11.1937,Леміш,Валентин
104701,1,1,20.04.1943,Парасунько,Михайло
104801,1,1,20.12.1948,Бабанський,Юрій
104901,1,1,10.07.1938,Дідоренко,Едуард
100501,1,1,22.02.1940,Шевченко,Олесь
105001,1,1,05.10.1948,Ягоферов,Анатолій
105101,1,1,16.02.1934,Квасов,Володимир
105201,1,1,05.03.1949,Тихонов,Віктор
105301,1,1,26.05.1950,Борзих,Олександр
105401,1,1,24.07.1937,Козаренко,Василь
105501,1,1,10.12.1940,Іоффе,Юлій
105601,1,1,15.10.1941,Дорофєєв,Володимир
105701,1,1,29.06.1940,Остапенко,Олександр
105801,1,1,25.04.1961,Теряник,Віктор
105901,1,1,20.08.1946,Лобач,"В'ячеслав"
145701,1,1,28.10.1932,Івашко,Володимир
106001,1,1,29.11.1963,Головач,Володимир
106101,1,1,25.07.1937,Базілянський,Лев
106201,1,1,10.08.1940,Сальніченко,Віталій
106301,1,1,02.01.1937,Гавриленко,Микола
106401,1,1,04.07.1937,Ліщина,Богдан
106501,1,1,25.02.1943,Фоменко,Геннадій
106601,1,1,26.03.1943,Бондаренко,Віктор
106701,1,1,06.04.1936,Ляхов,Іван
106801,1,1,29.09.1943,Шульга,Микола
106901,1,1,20.12.1955,Церт,Микола
100601,1,1,25.10.1932,Фокін,Вітольд
100701,1,1,09.11.1937,Духов,Борис
107001,1,1,08.04.1945,Яришев,Микола
147401,1,1,09.01.1942,Хананов,Едуард
107101,1,1,03.05.1952,Стешенко,Олександр
107201,1,1,21.06.1955,Шведенко,Микола
107301,1,1,19.12.1937,Попов,Микола
107401,1,1,20.01.1947,Протасов,Валентин
107501,1,1,01.07.1947,Яцуба,Володимир
107601,1,1,06.08.1947,Корж,Анатолій
107701,1,1,02.08.1941,Павлов,Володимир
107801,1,1,23.02.1947,Пустовойтенко,Валерій
107901,1,1,22.08.1940,Веретенніков,Віктор
100801,1,1,04.04.1940,Гнаткевич,Юрій
108001,1,1,11.05.1937,Сметанін,Володимир
108101,1,1,09.08.1938,Кучма,Леонід
108201,1,1,22.07.1940,Табурянський,Леопольд
108301,1,1,29.04.1949,Правденко,Сергій
108401,1,1,08.01.1947,Баландюк,Микола
108501,1,1,30.10.1938,Дубров,Леонід
108601,1,1,04.05.1950,Істратенко,Микола
108701,1,1,01.03.1955,Барабаш,Олександр
108801,1,1,24.06.1943,Чорнокур,Володимир
108901,1,1,01.01.1950,Байрака,Михайло
100901,1,1,14.09.1958,Івасюк,Валерій
109001,1,1,01.05.1941,Рябченко,Микола
109101,1,1,28.06.1941,Хомич,Дмитро
109201,1,1,11.07.1952,Бадов,Володимир
109301,1,1,17.01.1937,Коробко,Микола
109401,1,1,16.10.1948,Євтухов,Василь
109501,1,1,14.11.1954,Негода,Володимир
109601,1,1,04.08.1948,Головко,Юрій
109701,1,1,05.01.1936,Мельник,Анатолій
109801,1,1,09.09.1944,Слободенюк,Володимир
109901,1,1,19.01.1948,Медвєдєв,Володимир
28302,2,1,16.09.1949,Агафонов,Анатолій
11302,2,1,17.12.1947,Азаров,Микола
24802,2,1,23.05.1967,Аксененко,Сергій
36202,2,1,16.10.1953,Алексєєв,Володимир
21802,2,1,01.01.1957,Альошин,Валерій
11402,2,1,19.09.1954,Ампілогов,Володимир
17402,2,1,01.04.1947,Анісімов,Леонід
23902,2,1,03.05.1941,Аннєнков,Єгор
9502,2,1,25.08.1953,Бабич,Валерій
8102,2,1,04.05.1963,Байрак,Микола
20302,2,1,17.11.1963,Бакай,Ігор
38302,2,1,24.04.1937,Бандурка,Олександр
21002,2,1,17.04.1958,Бардин,Ярослав
21402,2,1,15.11.1965,Безсмертний,Роман
39102,2,1,05.05.1936,Безуглий,Анатолій
38402,2,1,26.02.1952,Бережний,Олексій
18502,2,1,04.05.1954,Бєльський,Вячеслав
37502,2,1,02.07.1953,Биченко,Микола
27202,2,1,09.05.1953,Білас,Іван
31102,2,1,15.10.1953,Білоус,Вячеслав
4202,2,1,18.08.1951,Бобриньов,Олександр
44802,2,1,04.02.1942,Боделан,Руслан
27902,2,1,12.06.1963,Боженко,Олег
44902,2,1,29.09.1954,Бойко,Богдан
11002,2,1,16.02.1951,Болдирєв,Юрій
24602,2,1,26.03.1943,Бондаренко,Віктор
802,2,1,04.12.1952,Бондаренко,Володимир
23202,2,1,26.05.1950,Борзих,Олександр
43802,2,1,20.11.1938,Боровик,Олександр
8902,2,1,14.06.1953,Бородіч,Леонід
40602,2,1,26.01.1949,Бортник,Володимир
19002,2,1,01.10.1935,Брит,Віктор
5102,2,1,29.04.1941,Бряузов,Володимир
34802,2,1,13.04.1950,Бублик,Юрій
42902,2,1,10.10.1962,Буздуган,Юрій
20502,2,1,01.04.1966,Буряк,Сергій
33602,2,1,27.04.1950,Бурячинський,Олександр
44702,2,1,06.04.1947,Бутейко,Антон
5802,2,1,02.08.1946,Буткевич,Володимир
10702,2,1,03.10.1953,Васильєв,Геннадій
42002,2,1,12.01.1948,Васюра,Іван
6802,2,2,20.01.1947,Ващук,Катерина
32602,2,1,20.10.1939,Вернигора,Леонід
40202,2,1,15.11.1930,Верхогляд,Василь
11802,2,1,19.01.1949,Вишнєвецький,Георгій
40402,2,1,02.01.1956,Вінський,Йосип
26902,2,1,07.04.1967,Вітович,Олег
34002,2,2,28.12.1951,Вітренко,Наталія
19502,2,1,30.01.1947,Волковецький,Степан
8202,2,1,22.06.1941,Гаманюк,Леонід
36802,2,1,20.04.1952,Гармаш,Леонід
10402,2,1,27.05.1947,Гарькавий,Віталій
7002,2,1,14.03.1952,Германчук,Петро
41902,2,1,12.07.1935,Гетьман,Вадим
9002,2,1,10.01.1937,Гладуш,Віктор
28402,2,1,11.08.1950,Глух,Іван
27102,2,1,28.10.1942,Глухівський,Лев
23402,2,1,26.01.1954,Гмиря,Сергій
30502,2,1,14.07.1935,Говорун,Володимир
1902,2,1,29.05.1954,Головатий,Сергій
40302,2,1,17.08.1938,Головко,Анатолій
31202,2,1,12.02.1947,Головко,Володимир
18402,2,1,06.06.1950,Голубченко,Анатолій
29802,2,1,05.01.1961,Гончар,Василь
35302,2,1,06.05.1941,Горбаль,Микола
3602,2,1,27.06.1955,Горбатов,Валерій
15502,2,1,21.06.1948,Горбатюк,Микола
1602,2,1,15.06.1940,Горбатюк,Мирослав
35002,2,1,10.02.1936,Горинь,Богдан
35202,2,1,15.02.1943,Горохівський,Леон
37902,2,2,19.01.1948,Гошовська,Валентина
17202,2,1,23.11.1962,Грабар,Микола
19902,2,2,12.09.1957,Григорович,Лілія
34902,2,1,07.02.1935,Грінцов,Іван
28802,2,1,30.01.1948,Гурвіц,Едуард
8802,2,1,22.02.1937,Гуров,Вадим
21502,2,1,04.03.1953,Даниленко,Анатолій
17102,2,1,26.07.1954,Данча,Михайло
27502,2,1,02.11.1929,"Дем'ян",Григорій
24402,2,1,15.10.1951,Динейкін,Григорій
37302,2,1,26.05.1954,Дідик,Петро
41302,2,1,09.01.1950,Діхтяренко,Григорій
23802,2,1,28.07.1953,Дмитренко,Олексій
42802,2,1,01.02.1948,Довганчин,Григорій
39302,2,1,06.03.1952,Довгань,Сергій
44302,2,1,14.01.1940,Долженко,Геннадій
14602,2,1,30.04.1948,Дондик,Микола
25302,2,1,18.10.1953,Донченко,Юрій
3302,2,1,05.05.1940,Дорошевський,Михайло
52102,2,1,16.01.1955,Драгомарецький,Сергій
3202,2,1,21.05.1951,Дроботов,Анатолій
44202,2,1,18.03.1945,Дронь,Анатолій
40102,2,1,24.02.1947,Дудченко,Микола
52002,2,1,27.09.1937,Дурдинець,Василь
